rev_id,article_quality
745149026.0,Stub
745150599.0,Start
745174732.0,B
745190115.0,Start
745204530.0,Stub
745218560.0,Start
745220981.0,Stub
745224534.0,Stub
745245781.0,Stub
745246211.0,Stub
745247201.0,Stub
745247335.0,Stub
745247469.0,Stub
745247780.0,Stub
745251506.0,Start
745259166.0,Start
745263019.0,Stub
745277910.0,Stub
745280055.0,Stub
745280526.0,Stub
745285228.0,Stub
745295018.0,Stub
745302645.0,Stub
745305152.0,C
745305345.0,C
745305939.0,Start
745314126.0,Start
745318165.0,Stub
745329910.0,Start
745332249.0,Stub
745338773.0,Stub
745344467.0,Start
745348113.0,Start
745371095.0,Start
745401132.0,Stub
745439794.0,Start
745442959.0,Stub
745445418.0,Start
745446395.0,Stub
745447327.0,Start
745447409.0,Stub
745448033.0,Start
745453138.0,Start
745457460.0,Stub
745470097.0,Stub
745486112.0,Stub
745486392.0,Stub
745488290.0,Stub
745489352.0,Stub
745493016.0,Stub
745519391.0,Stub
745550058.0,C
745551235.0,Stub
745561376.0,Stub
745569762.0,Stub
745589160.0,Stub
745595137.0,Stub
745595238.0,Stub
745604794.0,Stub
745608876.0,Stub
745609966.0,Start
745613094.0,Stub
745613107.0,Stub
745618670.0,Stub
745632728.0,Start
745636088.0,Stub
745636114.0,Stub
745636430.0,C
745636441.0,Stub
745640177.0,Stub
745678622.0,Start
745692997.0,Stub
745700399.0,Stub
745710024.0,Stub
745711737.0,Stub
745721328.0,Start
745726050.0,Stub
745729462.0,C
745730779.0,Start
745732099.0,GA
745732594.0,Stub
745737460.0,Start
745745034.0,Stub
745745124.0,Stub
745745792.0,Stub
745747128.0,Start
745748303.0,Start
745748422.0,Start
745749984.0,Start
745750306.0,Stub
745753564.0,C
745757627.0,Start
745757718.0,Start
745764503.0,Stub
745765935.0,Stub
745766204.0,Start
745767599.0,Stub
745769237.0,Stub
745769375.0,Stub
745769377.0,Start
745770223.0,Stub
745770969.0,Start
745772820.0,Start
745773351.0,Stub
745773612.0,Stub
745775860.0,Stub
745775905.0,Stub
745776072.0,Stub
745776465.0,Stub
745780127.0,Start
745781225.0,C
745782000.0,Start
745782640.0,Stub
745784871.0,Start
745785003.0,Start
745786219.0,Stub
745786235.0,Start
745786836.0,Stub
745788689.0,Stub
745789860.0,Stub
745791487.0,Stub
745794080.0,Stub
745794574.0,Start
745796315.0,Stub
745800872.0,Stub
745804975.0,Stub
745805099.0,Start
745827196.0,Stub
745837038.0,Stub
745838578.0,Start
745842058.0,Start
745843028.0,Stub
745844024.0,Stub
745849722.0,Start
745898153.0,Stub
745913772.0,Start
745915558.0,C
745925876.0,Stub
745928420.0,Stub
745929563.0,Stub
745931942.0,Stub
745935322.0,Start
745935695.0,Stub
745940207.0,Stub
745949135.0,Stub
745949895.0,Start
745950582.0,Stub
745954139.0,C
745958705.0,Start
745976595.0,Stub
745979858.0,Stub
746031378.0,Start
746038313.0,C
746045051.0,Stub
746047547.0,Stub
746050081.0,Start
746054495.0,Stub
746064941.0,Start
746071461.0,Stub
746071945.0,Start
746075383.0,Stub
746079476.0,Start
746094227.0,Stub
746094293.0,Stub
746096776.0,Stub
746097461.0,Stub
746111966.0,Stub
746117875.0,Stub
746163324.0,Stub
746167592.0,Stub
746190781.0,Stub
746210713.0,Start
746242701.0,Start
746256097.0,Start
746260050.0,Start
746262038.0,Stub
746269180.0,C
746269918.0,Stub
746272784.0,C
746273474.0,C
746279277.0,Stub
746282590.0,Stub
746292581.0,Start
746297034.0,Start
746297083.0,Stub
746328827.0,Start
746329334.0,Start
746330939.0,Stub
746343377.0,Start
746351704.0,Stub
746353713.0,Stub
746355269.0,Stub
746360445.0,Start
746367950.0,Stub
746372392.0,Stub
746372924.0,Start
746380058.0,Stub
746380519.0,Stub
746381325.0,Stub
746381671.0,Start
746381811.0,Stub
746385383.0,Start
746397120.0,Stub
746397184.0,Start
746397594.0,Start
746398532.0,Stub
746398725.0,Stub
746399221.0,Start
746399513.0,Stub
746399741.0,Stub
746399931.0,Start
746400192.0,Start
746400267.0,Stub
746400749.0,Stub
746410354.0,Stub
746412073.0,Stub
746412529.0,Stub
746420921.0,Stub
746424221.0,Start
746425514.0,Stub
746425597.0,Stub
746438262.0,Start
746440984.0,Stub
746441018.0,Stub
746443303.0,Stub
746459832.0,Start
746467178.0,Start
746471129.0,Start
746495870.0,Stub
746513030.0,Stub
746513602.0,Start
746517104.0,Stub
746517975.0,Stub
746534137.0,Stub
746535707.0,C
746560603.0,Stub
746561126.0,Stub
746562446.0,Start
746564611.0,Start
746565081.0,Stub
746566453.0,Stub
746566896.0,Stub
746568646.0,C
746569870.0,Stub
746570020.0,Start
746578994.0,Stub
746585178.0,Stub
746585353.0,Stub
746589032.0,Stub
746592247.0,GA
746592741.0,Start
746593393.0,Stub
746599009.0,Stub
746610349.0,Start
746618220.0,Start
746618286.0,Stub
746618316.0,Stub
746618360.0,Stub
746618427.0,Stub
746618565.0,Stub
746619398.0,Stub
746619680.0,Stub
746619744.0,Stub
746620462.0,Start
746621637.0,Start
746621652.0,B
746631911.0,Stub
746641174.0,B
746641769.0,Start
746646095.0,C
746646168.0,Stub
746664277.0,Start
746664305.0,Start
746664825.0,Stub
746665327.0,Stub
746671177.0,Start
746678616.0,Start
746679894.0,Start
746680283.0,Stub
746682284.0,Stub
746685440.0,Stub
746686095.0,Stub
746686438.0,Stub
746687347.0,Stub
746707985.0,Stub
746714199.0,Stub
746719883.0,Stub
746721650.0,Start
746723705.0,Stub
746727879.0,Start
746730575.0,Stub
746737863.0,Start
746749087.0,Stub
746756096.0,Stub
746756722.0,Stub
746758535.0,Stub
746762436.0,Stub
746764434.0,Start
746792153.0,Start
746793125.0,Stub
746794008.0,Stub
746796077.0,Stub
746800856.0,Stub
746805512.0,Stub
746809318.0,Stub
746818554.0,Start
746825726.0,Start
746843738.0,Stub
746852180.0,C
746859870.0,Stub
746868134.0,Stub
746870303.0,C
746873129.0,Stub
746877020.0,Stub
746878724.0,Stub
746882155.0,Stub
746887558.0,Stub
746890017.0,GA
746890378.0,Stub
746891841.0,Stub
746903479.0,Start
746910534.0,Stub
746914707.0,Stub
746914826.0,Stub
746916216.0,Stub
746916409.0,Stub
746916419.0,Stub
746922350.0,Stub
746923352.0,C
746923977.0,Stub
746928164.0,Stub
746929220.0,Stub
746935238.0,Start
746935405.0,Start
746936441.0,Stub
746939411.0,Stub
746946728.0,C
746947345.0,Stub
746949556.0,Start
746950011.0,Stub
746952680.0,Start
746984142.0,Start
746985023.0,Start
746985122.0,Start
746993449.0,Stub
746994538.0,Start
747009561.0,Stub
747014045.0,Start
747048653.0,Stub
747049051.0,Stub
747049313.0,Stub
747050371.0,Stub
747052284.0,Stub
747052769.0,Stub
747053219.0,Stub
747056139.0,Stub
747056652.0,Stub
747058178.0,Stub
747059195.0,Stub
747059253.0,Stub
747059819.0,Stub
747063138.0,Stub
747064542.0,Stub
747073506.0,Stub
747076268.0,Start
747084117.0,C
747089933.0,Stub
747090537.0,Start
747090553.0,Stub
747090887.0,Start
747091965.0,GA
747114045.0,Stub
747122691.0,Stub
747125386.0,Stub
747126596.0,Start
747148343.0,Start
747150854.0,Start
747150965.0,Stub
747192414.0,Stub
747192455.0,Stub
747192630.0,Stub
747225257.0,Stub
747227236.0,Stub
747232842.0,Stub
747234411.0,C
747242192.0,Stub
747244167.0,Start
747244277.0,Stub
747255447.0,C
747256516.0,Start
747258783.0,Stub
747263285.0,Stub
747263788.0,Stub
747266389.0,Stub
747266971.0,Stub
747271200.0,Stub
747271455.0,Stub
747271475.0,Stub
747274193.0,Start
747276063.0,Stub
747282300.0,C
747282547.0,Start
747287673.0,Stub
747295931.0,Start
747317075.0,Start
747355227.0,Stub
747389589.0,Stub
747397291.0,Stub
747407460.0,Start
747407468.0,Stub
747407704.0,Stub
747408142.0,GA
747410381.0,Stub
747441671.0,Stub
747442591.0,Stub
747458501.0,C
747468299.0,Stub
747469410.0,Stub
747469664.0,C
747471385.0,Start
747477623.0,Start
747481177.0,Start
747482388.0,Start
747491137.0,Start
747496100.0,Start
747497059.0,Stub
747515891.0,Start
747518181.0,Start
747520763.0,Stub
747526324.0,Start
747527278.0,Stub
747532286.0,Stub
747534003.0,Stub
747535793.0,Start
747538155.0,Start
747538626.0,Stub
747538707.0,C
747539180.0,Stub
747546693.0,Stub
747547989.0,C
747553299.0,Stub
747555899.0,Start
747575838.0,Stub
747579157.0,Start
747583288.0,Stub
747588457.0,Stub
747588488.0,Stub
747589700.0,C
747590648.0,Stub
747594950.0,Stub
747596354.0,Start
747601188.0,Start
747601671.0,Stub
747612892.0,Stub
747623566.0,Stub
747628282.0,Stub
747628491.0,Stub
747631045.0,Stub
747631113.0,Stub
747636455.0,Stub
747637065.0,Stub
747640965.0,C
747649375.0,Start
747676948.0,Start
747688056.0,Stub
747700365.0,Stub
747700942.0,Start
747701711.0,Stub
747718970.0,Stub
747720470.0,Start
747727941.0,Stub
747731340.0,Start
747732323.0,Stub
747738977.0,Stub
747745614.0,Start
747746866.0,Stub
747749471.0,Start
747758944.0,GA
747767825.0,Start
747774517.0,Stub
747782563.0,Start
747783201.0,Stub
747783292.0,Stub
747784875.0,Start
747785707.0,Start
747802088.0,Start
747810254.0,Start
747816168.0,Start
747826568.0,Start
747838740.0,Stub
747845615.0,Start
747855944.0,Stub
747865212.0,Start
747872923.0,Stub
747887240.0,Start
747888737.0,Stub
747905195.0,Start
747908230.0,Stub
747921070.0,Stub
747922835.0,Stub
747926680.0,Stub
747934991.0,Stub
747941691.0,Start
747945224.0,Start
747945423.0,B
747952106.0,Stub
747963851.0,Stub
747980221.0,Stub
747981188.0,Stub
747982481.0,Start
747982801.0,Start
747988410.0,Stub
747999035.0,Stub
747999957.0,Start
748015701.0,Stub
748019396.0,Start
748030504.0,Stub
748036070.0,Stub
748041161.0,Start
748041514.0,Stub
748054375.0,Stub
748055191.0,Stub
748058512.0,Stub
748060170.0,Stub
748061357.0,Stub
748061603.0,Start
748064906.0,Stub
748067365.0,Start
748068615.0,Stub
748068797.0,C
748069777.0,Stub
748070319.0,Stub
748070643.0,Stub
748071193.0,Stub
748071357.0,Stub
748071594.0,Stub
748073312.0,Stub
748073459.0,Start
748076313.0,Stub
748076888.0,Start
748079828.0,Stub
748080922.0,Start
748081738.0,Stub
748084336.0,Start
748085429.0,Start
748087522.0,Stub
748093498.0,Start
748101471.0,Start
748101840.0,Stub
748104114.0,Stub
748108277.0,Stub
748109251.0,Stub
748110918.0,Stub
748112672.0,Stub
748113497.0,B
748119210.0,Stub
748123297.0,Stub
748128805.0,Stub
748128949.0,GA
748136341.0,Start
748137241.0,Stub
748138457.0,Start
748140172.0,Start
748141110.0,Stub
748141515.0,Stub
748149117.0,Stub
748160137.0,Start
748160934.0,Start
748163451.0,Stub
748171232.0,Stub
748179514.0,Stub
748206558.0,Stub
748213731.0,C
748220849.0,Stub
748221342.0,Stub
748223081.0,Stub
748223112.0,Start
748223274.0,Stub
748223314.0,Stub
748224926.0,Stub
748227453.0,Stub
748227680.0,Stub
748227857.0,Stub
748228305.0,Stub
748228457.0,Stub
748228490.0,Start
748230462.0,Stub
748238109.0,Start
748238324.0,Start
748238335.0,Start
748239737.0,C
748242711.0,Start
748245092.0,Start
748245541.0,Stub
748252068.0,Start
748252263.0,Start
748254768.0,Start
748259422.0,C
748269296.0,Start
748271419.0,Stub
748272937.0,Stub
748274199.0,Stub
748274502.0,C
748274939.0,Stub
748279469.0,Start
748284051.0,Stub
748291276.0,Start
748296108.0,Start
748298776.0,Stub
748314973.0,Stub
748327958.0,Start
748359291.0,Stub
748361959.0,Start
748370298.0,Start
748384437.0,Start
748389393.0,Start
748394461.0,Stub
748394471.0,Start
748402946.0,Stub
748403142.0,Stub
748403143.0,Stub
748403148.0,Start
748403200.0,Stub
748404880.0,Stub
748404923.0,Stub
748405028.0,Stub
748405160.0,Stub
748405207.0,Stub
748405213.0,Stub
748409196.0,Start
748418081.0,Start
748418228.0,Stub
748419020.0,Stub
748419038.0,Stub
748419056.0,Stub
748419105.0,Stub
748419116.0,Stub
748420498.0,Stub
748457839.0,Start
748465900.0,Start
748472899.0,C
748475270.0,Start
748477510.0,C
748477895.0,Start
748480412.0,Start
748482058.0,Stub
748483551.0,Start
748488170.0,Stub
748492081.0,Stub
748494346.0,Start
748515743.0,Stub
748526554.0,Stub
748547759.0,Start
748567593.0,Stub
748591378.0,Stub
748591396.0,C
748594441.0,Stub
748600884.0,Stub
748600952.0,Stub
748601806.0,Stub
748605482.0,Stub
748632008.0,Stub
748633284.0,Stub
748634206.0,Stub
748635474.0,Start
748640888.0,C
748693568.0,Stub
748695635.0,Stub
748699998.0,Start
748746184.0,Stub
748746591.0,Start
748747371.0,Stub
748747416.0,Stub
748747614.0,Stub
748747928.0,Start
748753852.0,Start
748762843.0,Stub
748783858.0,Stub
748789928.0,Start
748798616.0,Stub
748802606.0,GA
748804233.0,Stub
748805262.0,C
748810629.0,Start
748814562.0,C
748832681.0,Stub
748841745.0,Start
748841875.0,Stub
748842798.0,Stub
748847385.0,Stub
748848342.0,Stub
748865498.0,Stub
748883391.0,Stub
748886319.0,C
748886433.0,Stub
748886449.0,Stub
748886480.0,Stub
748886959.0,Start
748887227.0,Stub
748887295.0,Stub
748889147.0,Start
748891869.0,Stub
748892139.0,Stub
748892151.0,Stub
748892157.0,Stub
748892404.0,Stub
748892541.0,Stub
748892548.0,Stub
748892613.0,Stub
748892679.0,Stub
748892871.0,Stub
748893307.0,Stub
748894956.0,Start
748895764.0,Stub
748895926.0,Stub
748896133.0,Stub
748896283.0,Stub
748899648.0,Stub
748899670.0,Stub
748899687.0,Stub
748899708.0,Stub
748899713.0,Stub
748899723.0,Stub
748904652.0,Start
748909251.0,Stub
748910017.0,Start
748910080.0,Stub
748913464.0,Stub
748916934.0,Stub
748922995.0,Stub
748923632.0,Stub
748925052.0,Start
748927474.0,Stub
748927483.0,Stub
748939245.0,Start
748941288.0,Stub
748943444.0,Start
748949529.0,C
748952375.0,Start
748953936.0,C
748954048.0,Start
748959445.0,Stub
748960302.0,Start
748989762.0,Stub
748996208.0,Start
748997755.0,Stub
748998101.0,Stub
749000272.0,Stub
749002901.0,Stub
749002981.0,Start
749006294.0,Start
749034711.0,Start
749046736.0,Stub
749054164.0,Start
749059721.0,Stub
749061421.0,Stub
749061703.0,C
749064622.0,C
749065581.0,Start
749070160.0,Stub
749072118.0,C
749079792.0,Stub
749080564.0,Stub
749081929.0,Stub
749084558.0,C
749084576.0,Stub
749085029.0,Start
749087123.0,Stub
749107415.0,Start
749137159.0,Start
749137623.0,Start
749137688.0,Stub
749138916.0,Stub
749149262.0,Start
749155897.0,Stub
749156496.0,Stub
749164367.0,Start
749165941.0,Start
749168576.0,Start
749179850.0,Stub
749183059.0,Start
749185335.0,Stub
749185736.0,Start
749205386.0,Stub
749208683.0,Stub
749211532.0,Stub
749213258.0,Stub
749217195.0,Start
749221141.0,Stub
749225617.0,C
749230015.0,Start
749233438.0,Start
749236427.0,Start
749237949.0,Stub
749243463.0,Stub
749246301.0,Stub
749250976.0,Start
749255659.0,Stub
749261321.0,Start
749264864.0,Start
749283047.0,Stub
749283255.0,Stub
749288361.0,Stub
749290317.0,Start
749298143.0,Stub
749304614.0,Stub
749306712.0,Stub
749307879.0,Stub
749311673.0,Start
749312888.0,Start
749318494.0,Start
749318503.0,Start
749321355.0,Stub
749321366.0,Stub
749321374.0,Stub
749322309.0,Start
749322828.0,Stub
749323058.0,Stub
749323690.0,Stub
749324624.0,Start
749325709.0,Start
749326589.0,Start
749326717.0,Stub
749326759.0,Stub
749326866.0,Stub
749330646.0,Stub
749331146.0,C
749336387.0,Stub
749336572.0,Stub
749338253.0,Stub
749338398.0,Stub
749341100.0,Stub
749341477.0,Start
749341533.0,Stub
749341635.0,Stub
749341658.0,Stub
749345092.0,C
749346665.0,Stub
749347303.0,Stub
749347308.0,Stub
749354148.0,Stub
749354367.0,Stub
749355271.0,Stub
749355326.0,Stub
749355761.0,Stub
749356888.0,Stub
749357713.0,Stub
749359903.0,C
749359904.0,Stub
749360791.0,Stub
749362509.0,Stub
749363493.0,Stub
749369233.0,Start
749372486.0,Stub
749372516.0,Start
749372533.0,Stub
749372543.0,Stub
749372687.0,Stub
749372959.0,Stub
749372969.0,Stub
749374672.0,Start
749375035.0,Stub
749376448.0,Stub
749378709.0,Stub
749379214.0,Stub
749382301.0,Start
749384102.0,Stub
749384677.0,Stub
749387326.0,Stub
749387503.0,Stub
749388528.0,Start
749388858.0,Stub
749389032.0,Stub
749390397.0,C
749392201.0,Stub
749392733.0,Stub
749393403.0,Stub
749394024.0,Stub
749394821.0,Stub
749396845.0,Stub
749397513.0,Stub
749397818.0,Stub
749399238.0,Stub
749400142.0,Stub
749401183.0,Stub
749401679.0,Start
749401812.0,Start
749401938.0,Stub
749401965.0,Stub
749402361.0,Stub
749403889.0,Start
749405235.0,Stub
749405329.0,Stub
749405391.0,Stub
749406364.0,Start
749416425.0,Stub
749417187.0,Stub
749419078.0,Start
749421552.0,Start
749425881.0,Stub
749433106.0,Start
749435568.0,C
749444528.0,Stub
749457751.0,Stub
749467175.0,Stub
749467337.0,Stub
749469278.0,B
749470256.0,Stub
749472147.0,Stub
749473060.0,Stub
749475623.0,Stub
749477178.0,Start
749478717.0,Start
749481229.0,Start
749481272.0,C
749483611.0,Start
749487024.0,Start
749488069.0,Stub
749489092.0,Stub
749490701.0,Stub
749494080.0,Start
749494667.0,Stub
749496266.0,Start
749497889.0,Stub
749499865.0,Stub
749500227.0,Stub
749503310.0,Stub
749509850.0,Stub
749510128.0,Start
749510545.0,Stub
749510551.0,Stub
749512827.0,Start
749514869.0,Stub
749516267.0,Start
749517390.0,Stub
749518728.0,Stub
749520016.0,Start
749525793.0,Stub
749529258.0,Stub
749531032.0,Stub
749532215.0,Start
749537624.0,Stub
749537772.0,Stub
749539063.0,Start
749541826.0,Stub
749545540.0,Stub
749546552.0,Stub
749550481.0,Stub
749551531.0,Start
749552058.0,Start
749552800.0,Stub
749556029.0,Stub
749556357.0,Start
749557345.0,Stub
749557447.0,Stub
749557521.0,Stub
749559815.0,Stub
749561118.0,Stub
749561164.0,Stub
749561240.0,Stub
749561882.0,Start
749565499.0,C
749565836.0,Stub
749567086.0,Stub
749569506.0,Stub
749569686.0,Stub
749570183.0,Stub
749572014.0,Stub
749572200.0,Stub
749572204.0,Stub
749572220.0,Stub
749572230.0,Stub
749573193.0,Stub
749573344.0,Stub
749575931.0,Start
749576930.0,Stub
749580424.0,Start
749581346.0,Stub
749581347.0,Stub
749581402.0,Stub
749581492.0,Stub
749581506.0,Stub
749582025.0,Stub
749582139.0,Stub
749582511.0,Stub
749582600.0,Stub
749582816.0,Stub
749583234.0,Start
749585062.0,Stub
749585302.0,Stub
749588625.0,Start
749588884.0,Stub
749589982.0,Stub
749590032.0,Stub
749590053.0,Stub
749590069.0,Stub
749590075.0,Stub
749591358.0,Stub
749591418.0,Start
749593657.0,Stub
749594491.0,Stub
749604419.0,Start
749604608.0,Stub
749610119.0,Stub
749611496.0,Start
749617018.0,Stub
749626797.0,Start
749630609.0,Start
749642064.0,Stub
749655408.0,Stub
749658524.0,Stub
749663646.0,Start
749664506.0,Start
749665954.0,Start
749666208.0,Start
749667101.0,Stub
749673540.0,Stub
749675026.0,Stub
749680936.0,Stub
749683168.0,Start
749683882.0,Stub
749684404.0,Start
749684753.0,Stub
749685112.0,Start
749694144.0,Start
749695259.0,Stub
749696375.0,Stub
749697538.0,Stub
749699147.0,Stub
749701596.0,Stub
749701808.0,Stub
749704020.0,Stub
749704384.0,Stub
749705073.0,Stub
749706707.0,Stub
749709150.0,Start
749709340.0,Stub
749709703.0,Stub
749710492.0,Stub
749717139.0,Stub
749723780.0,Start
749724784.0,Start
749724993.0,Start
749735303.0,Start
749735486.0,C
749748234.0,Start
749762606.0,Stub
749766207.0,Stub
749768242.0,Start
749772130.0,Stub
749772746.0,Stub
749773420.0,Stub
749776480.0,C
749777527.0,Start
749779877.0,Stub
749780196.0,Stub
749801996.0,Start
749805249.0,C
749805264.0,Stub
749815198.0,Start
749817348.0,Start
749821947.0,Stub
749824627.0,Start
749827616.0,Stub
749828657.0,Start
749829018.0,Start
749836087.0,Stub
749860902.0,Stub
749875818.0,Start
749886771.0,Start
749893117.0,Stub
749896299.0,Stub
749897804.0,Stub
749898523.0,Stub
749903517.0,Start
749904465.0,Stub
749906649.0,GA
749917242.0,Stub
749917398.0,Stub
749925970.0,Stub
749929624.0,Stub
749931170.0,Stub
749944734.0,Stub
749944764.0,C
749945690.0,Stub
749945936.0,Start
749946981.0,Stub
749948624.0,Stub
749949112.0,B
749949923.0,Stub
749951358.0,Start
749952986.0,Stub
749953370.0,Stub
749954361.0,Stub
749956777.0,Stub
749957308.0,Stub
749957851.0,Stub
749958647.0,Stub
749960094.0,Start
749960466.0,Stub
749960863.0,Stub
749962491.0,Start
749967879.0,Stub
749968927.0,Stub
749969014.0,Stub
749969158.0,Stub
749970189.0,Stub
749971896.0,Stub
749971932.0,Stub
749972009.0,Stub
749972445.0,Start
749972516.0,Stub
749972561.0,Stub
749972569.0,Stub
749972810.0,Stub
749972926.0,Stub
749972982.0,Stub
749973022.0,Stub
749973666.0,Start
749974899.0,Stub
749976455.0,Stub
749977252.0,Stub
749977994.0,Start
749978136.0,Stub
749985568.0,Start
749998773.0,Stub
750025676.0,Stub
750040899.0,Stub
750054908.0,Stub
750055098.0,Stub
750055948.0,Start
750056336.0,Stub
750056495.0,C
750058961.0,Start
750059021.0,Stub
750062937.0,Start
750063120.0,Stub
750064392.0,Stub
750065746.0,Stub
750067002.0,Start
750067436.0,Stub
750067498.0,Stub
750074079.0,Start
750074445.0,Stub
750076200.0,Stub
750077042.0,Stub
750077124.0,Stub
750077256.0,Stub
750078946.0,Stub
750079557.0,Stub
750079661.0,Stub
750097175.0,Stub
750099898.0,Start
750112385.0,Start
750128512.0,Stub
750128666.0,Stub
750128718.0,Stub
750128774.0,Stub
750128975.0,Stub
750129451.0,Start
750129610.0,Start
750130485.0,Stub
750135312.0,Start
750135498.0,Stub
750135777.0,Stub
750136612.0,Stub
750136649.0,Stub
750137115.0,Stub
750137322.0,Stub
750138485.0,Stub
750140065.0,Stub
750140120.0,Stub
750140319.0,Stub
750140832.0,Stub
750141017.0,Stub
750141154.0,Stub
750141347.0,Stub
750141555.0,Stub
750141582.0,Stub
750142271.0,Stub
750142654.0,Stub
750142753.0,Stub
750147253.0,Stub
750151708.0,Start
750152011.0,Start
750152142.0,Stub
750152254.0,Start
750155448.0,Stub
750155886.0,Stub
750156208.0,Stub
750157027.0,Start
750157051.0,Stub
750157071.0,Stub
750157314.0,Stub
750158374.0,B
750159107.0,Stub
750159706.0,Stub
750161768.0,Stub
750162565.0,Stub
750166867.0,C
750167873.0,Stub
750168721.0,Stub
750172891.0,Stub
750175321.0,Stub
750179637.0,Stub
750183892.0,Start
750185733.0,Stub
750186613.0,C
750187621.0,Stub
750189442.0,Start
750215826.0,Start
750217119.0,Stub
750224976.0,Start
750232499.0,C
750237493.0,Start
750256870.0,Stub
750277729.0,Stub
750283545.0,Start
750290559.0,Stub
750299694.0,Start
750301806.0,Start
750305231.0,Stub
750306681.0,Start
750306785.0,Stub
750308917.0,Stub
750308941.0,Start
750330000.0,Start
750331166.0,Stub
750331178.0,Stub
750332847.0,Stub
750333000.0,Start
750333095.0,Stub
750333379.0,Start
750333444.0,Start
750338831.0,Start
750347412.0,Start
750348066.0,Stub
750350470.0,Start
750354996.0,C
750355726.0,Stub
750357494.0,C
750367269.0,Start
750368963.0,Stub
750369150.0,Stub
750369690.0,Start
750371072.0,B
750372398.0,Start
750377520.0,Start
750392824.0,C
750398357.0,Stub
750423258.0,Stub
750427135.0,Stub
750428716.0,Stub
750428736.0,Stub
750428952.0,Stub
750436001.0,Start
750490005.0,Start
750491714.0,Stub
750492768.0,Stub
750493046.0,Stub
750497122.0,Stub
750498097.0,Stub
750525069.0,Start
750529490.0,Stub
750535372.0,Start
750541084.0,Start
750544170.0,Start
750544980.0,Stub
750549549.0,Stub
750561890.0,Start
750575351.0,Start
750577548.0,Start
750583822.0,Stub
750595459.0,B
750602367.0,Stub
750607043.0,Stub
750620750.0,Stub
750621474.0,Stub
750629406.0,Stub
750634566.0,Stub
750637295.0,Start
750638829.0,Start
750640764.0,Stub
750645665.0,Stub
750646472.0,Stub
750648438.0,Start
750684449.0,Start
750710569.0,Start
750712578.0,B
750721973.0,Stub
750722991.0,Stub
750725157.0,Stub
750728987.0,C
750733864.0,Start
750740165.0,Start
750745985.0,Stub
750747955.0,Start
750791854.0,Stub
750796410.0,Stub
750825146.0,Start
750849372.0,Start
750879737.0,Stub
750879814.0,Stub
750880781.0,Stub
750898982.0,Stub
750904486.0,Stub
750910155.0,C
750913698.0,Start
750921649.0,Stub
750924529.0,C
750972336.0,Start
750974704.0,Stub
750988119.0,Start
751004023.0,Start
751008323.0,Start
751022785.0,Stub
751022884.0,Stub
751027616.0,Stub
751053462.0,Stub
751054819.0,Stub
751055176.0,Start
751056093.0,Start
751062013.0,Stub
751068602.0,Stub
751070415.0,Start
751088851.0,Stub
751089029.0,Stub
751089166.0,Stub
751097332.0,Stub
751111004.0,Stub
751116795.0,C
751125464.0,Start
751148396.0,C
751150581.0,Stub
751152656.0,C
751156832.0,Stub
751176274.0,Stub
751176612.0,C
751177057.0,C
751180284.0,Start
751181408.0,Stub
751181491.0,Start
751181525.0,Start
751181721.0,C
751182636.0,GA
751183858.0,B
751185613.0,Stub
751194659.0,Stub
751194710.0,Start
751195013.0,Start
751213324.0,Stub
751213946.0,Stub
751213999.0,Stub
751227068.0,Start
751228063.0,Start
751242571.0,Stub
751243434.0,Start
751259654.0,Stub
751266631.0,Start
751289040.0,Start
751289477.0,Stub
751290515.0,Stub
751299201.0,Start
751300283.0,C
751303963.0,Start
751304544.0,C
751304796.0,Stub
751305594.0,Stub
751308347.0,Start
751321785.0,Stub
751327224.0,Start
751348808.0,B
751351447.0,Start
751354862.0,Start
751361476.0,Stub
751373003.0,Start
751379537.0,C
751380073.0,Stub
751382002.0,Stub
751396900.0,Stub
751399111.0,Start
751432945.0,Stub
751440190.0,Stub
751443236.0,Start
751451387.0,Stub
751463113.0,Stub
751464749.0,Stub
751468298.0,Stub
751469844.0,C
751491626.0,Stub
751507914.0,Start
751509494.0,Start
751510053.0,C
751510920.0,Stub
751522671.0,Start
751525307.0,Stub
751541677.0,Stub
751543065.0,Start
751544709.0,C
751546702.0,Stub
751548752.0,Stub
751550897.0,Start
751562317.0,Stub
751562678.0,Stub
751568055.0,Stub
751569892.0,Stub
751575824.0,Start
751577920.0,Start
751594750.0,Start
751616980.0,Start
751635256.0,Stub
751638761.0,Stub
751647695.0,C
751674411.0,Stub
751692624.0,Start
751695869.0,Start
751700133.0,Stub
751709359.0,C
751715914.0,Start
751717588.0,Stub
751718674.0,Stub
751729309.0,Stub
751738755.0,Start
751744933.0,Stub
751780937.0,Stub
751786933.0,Start
751787240.0,Start
751791056.0,Stub
751792395.0,Stub
751803508.0,Start
751803707.0,Stub
751807970.0,Stub
751815183.0,Start
751815251.0,Stub
751823064.0,Stub
751823443.0,Start
751824880.0,Stub
751828071.0,Stub
751831325.0,Start
751831667.0,Stub
751847003.0,Stub
751860695.0,Stub
751862657.0,Stub
751864249.0,Stub
751867210.0,B
751881348.0,Start
751893455.0,Start
751915488.0,Stub
751917212.0,Start
751917543.0,Start
751917957.0,Start
751918259.0,Start
751919623.0,Start
751921197.0,Start
751922882.0,Start
751922945.0,Stub
751924280.0,Stub
751925323.0,Stub
751951725.0,Stub
751959879.0,Stub
751972699.0,Stub
751987164.0,Start
751991348.0,Stub
